target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
XP_011007338.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.8e-09	49.9	4.2	1	1	4.2e-13	5.8e-08	47.3	4.2	3	63	567	634	565	636	0.81	PREDICTED: protein gamma response 1-like isoform X1 [Populus euphratica]	Populus euphratica
KAF1323670.1	-	370	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.9e-09	49.9	0.0	1	1	1.7e-13	2.3e-08	48.6	0.0	4	62	300	357	297	360	0.81	DNA endonuclease rbbp8, partial [Globisporangium splendens]	Globisporangium splendens
CAH1416015.1	-	597	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.9e-09	49.9	1.4	1	1	5.2e-13	7.2e-08	47.0	1.4	3	63	525	591	523	593	0.82	unnamed protein product [Lactuca virosa]	Lactuca virosa
CAD6336298.1	-	98	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9e-09	49.9	4.2	1	1	8.2e-13	1.1e-07	46.4	4.2	3	63	25	92	23	94	0.81	unnamed protein product [Miscanthus lutarioriparius]	Miscanthus lutarioriparius
XP_027910630.1	-	474	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.1e-09	49.9	1.7	1	1	2.7e-13	3.7e-08	47.9	1.7	3	63	402	468	400	470	0.80	protein gamma response 1 [Vigna unguiculata]	Vigna unguiculata
KAI9081449.1	-	658	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.1e-09	49.9	3.2	1	1	5.2e-13	7.1e-08	47.0	3.2	3	63	585	652	583	654	0.77	hypothetical protein K1719_036595 [Acacia pycnantha]	Acacia pycnantha
XP_010227500.1	-	630	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.3e-09	49.8	1.8	1	1	5.7e-13	7.9e-08	46.9	1.8	3	63	557	624	555	626	0.84	protein gamma response 1 isoform X2 [Brachypodium distachyon]	Brachypodium distachyon
XP_012200067.1	-	519	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.3e-09	49.8	0.1	1	1	6.8e-14	9.3e-09	49.8	0.1	3	62	459	512	457	515	0.91	hypothetical protein SPRG_05432 [Saprolegnia parasitica CBS 223.65]	Saprolegnia parasitica CBS 223.65
XP_017410489.1	-	474	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.3e-09	49.8	1.7	1	1	2.7e-13	3.7e-08	47.9	1.7	3	63	402	468	400	470	0.80	protein gamma response 1 isoform X1 [Vigna angularis]	Vigna angularis
CAH0369880.1	-	447	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.4e-09	49.8	3.1	1	1	7.5e-14	1e-08	49.7	0.6	3	63	371	430	369	432	0.84	unnamed protein product [Pelagomonas calceolata]	Pelagomonas calceolata
RHY57099.1	-	909	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.4e-09	49.8	0.3	1	1	2.8e-13	3.8e-08	47.9	0.3	3	62	848	901	846	904	0.88	hypothetical protein DYB34_006134 [Aphanomyces astaci]	Aphanomyces astaci
XP_018678910.1	-	411	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.4e-09	49.8	1.8	1	1	2.2e-13	3e-08	48.2	1.8	3	63	341	405	339	407	0.77	PREDICTED: protein gamma response 1 isoform X1 [Musa acuminata subsp. malaccensis]	Musa acuminata subsp. malaccensis
XP_016469013.1	-	697	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.5e-09	49.8	1.7	1	1	3.1e-13	4.2e-08	47.7	1.7	3	63	625	691	623	693	0.81	PREDICTED: protein gamma response 1-like isoform X1 [Nicotiana tabacum]	Nicotiana tabacum
KAI9312389.1	-	267	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.5e-09	49.8	1.0	1	1	2.4e-13	3.3e-08	48.1	1.0	3	63	179	242	177	244	0.80	hypothetical protein BX666DRAFT_1987047 [Dichotomocladium elegans]	Dichotomocladium elegans
XP_047177188.1	-	474	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.6e-09	49.8	1.7	1	1	2.7e-13	3.7e-08	47.9	1.7	3	63	402	468	400	470	0.80	protein gamma response 1 [Vigna umbellata]	Vigna umbellata
CAI9103131.1	-	691	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	1.7	1	1	3.8e-13	5.2e-08	47.4	1.7	3	63	619	685	617	687	0.79	OLC1v1001572C1 [Oldenlandia corymbosa var. corymbosa]	Oldenlandia corymbosa var. corymbosa
KAG9149401.1	-	494	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	4.2	1	1	3.8e-13	5.2e-08	47.4	4.2	3	63	423	488	421	490	0.81	hypothetical protein Leryth_003360 [Lithospermum erythrorhizon]	Lithospermum erythrorhizon
RZB81986.1	-	579	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	1.3	1	1	3e-13	4e-08	47.8	1.3	3	63	284	350	282	352	0.79	Protein gamma response 1 [Glycine soja]	Glycine soja
CAE7436648.1	-	396	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	0.1	1	1	2.4e-13	3.2e-08	48.1	0.1	4	64	336	387	333	388	0.85	Rbbp8 [Symbiodinium microadriaticum]	Symbiodinium microadriaticum
XP_053200961.1	-	174	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	3.8	1	1	1.5e-13	2.1e-08	48.7	3.8	4	63	109	159	106	161	0.93	ubiquitin-60S ribosomal protein L40-like isoform X2 [Panonychus citri]	Panonychus citri
XP_014753060.2	-	691	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	1.6	1	1	6e-13	8.2e-08	46.8	1.6	3	63	618	685	616	687	0.84	protein gamma response 1 isoform X1 [Brachypodium distachyon]	Brachypodium distachyon
XP_022150244.1	-	650	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	1.8	1	1	5.5e-13	7.6e-08	46.9	1.8	3	63	577	644	575	646	0.82	protein gamma response 1 isoform X1 [Momordica charantia]	Momordica charantia
XP_022150252.1	-	649	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-08	49.7	1.8	1	1	5.5e-13	7.6e-08	46.9	1.8	3	63	576	643	574	645	0.82	protein gamma response 1 isoform X2 [Momordica charantia]	Momordica charantia
KAG6761108.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	3.6	1	1	5e-13	6.8e-08	47.1	3.6	3	63	567	634	565	636	0.79	hypothetical protein POTOM_034303 [Populus tomentosa]	Populus tomentosa
XP_009394523.1	-	484	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	1.7	1	1	2.6e-13	3.6e-08	47.9	1.7	3	63	414	478	412	480	0.77	PREDICTED: protein gamma response 1 isoform X2 [Musa acuminata subsp. malaccensis]	Musa acuminata subsp. malaccensis
EMS46420.1	-	586	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	1.9	1	1	2e-13	2.7e-08	48.4	0.5	3	63	515	580	513	582	0.84	hypothetical protein TRIUR3_33395 [Triticum urartu]	Triticum urartu
XP_052159771.1	-	573	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	2.1	1	1	4.9e-13	6.7e-08	47.1	2.1	3	63	500	567	498	569	0.84	protein gamma response 1 [Oryza glaberrima]	Oryza glaberrima
XP_030698461.1	-	898	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	3.2	1	1	3.1e-13	4.2e-08	47.7	2.5	3	63	791	855	789	857	0.86	DNA endonuclease RBBP8 isoform X2 [Globicephala melas]	Globicephala melas
XP_053200960.1	-	180	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	3.8	1	1	1.6e-13	2.2e-08	48.6	3.8	4	63	115	165	112	167	0.93	ubiquitin-60S ribosomal protein L40-like isoform X1 [Panonychus citri]	Panonychus citri
XP_039259879.1	-	478	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	0.6	1	1	8.1e-14	1.1e-08	49.6	0.6	3	63	374	429	372	431	0.89	DNA endonuclease RBBP8-like [Styela clava]	Styela clava
XP_015642668.1	-	573	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	1.9	1	1	5.2e-13	7.1e-08	47.0	1.9	3	63	500	567	498	569	0.84	protein gamma response 1 [Oryza sativa Japonica Group]	Oryza sativa Japonica Group
BAD35527.1	-	573	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	1.9	1	1	5.2e-13	7.1e-08	47.0	1.9	3	63	500	567	498	569	0.84	gamma response I protein-like [Oryza sativa Japonica Group]	Oryza sativa Japonica Group
XP_006657131.2	-	498	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	2.2	1	1	7.5e-13	1e-07	46.5	2.2	3	63	425	492	423	494	0.82	protein gamma response 1 [Oryza brachyantha]	Oryza brachyantha
XP_019249517.1	-	697	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.6	2.2	1	1	3.9e-13	5.4e-08	47.4	2.2	3	63	625	691	623	693	0.81	PREDICTED: protein gamma response 1 [Nicotiana attenuata]	Nicotiana attenuata
KAJ6896043.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.5	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	hypothetical protein NC651_022312 [Populus alba x Populus x berolinensis]	Populus alba x Populus x berolinensis
EEC80971.1	-	547	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-08	49.5	2.0	1	1	4.4e-13	6e-08	47.2	2.0	3	63	474	541	472	543	0.84	hypothetical protein OsI_23696 [Oryza sativa Indica Group]	Oryza sativa Indica Group
XP_009591986.1	-	697	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	2.2	1	1	3.9e-13	5.4e-08	47.4	2.2	3	63	625	691	623	693	0.81	protein gamma response 1 isoform X2 [Nicotiana tomentosiformis]	Nicotiana tomentosiformis
QBM06233.1	-	644	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	3.4	1	1	2.5e-13	3.4e-08	48.0	3.4	3	63	532	587	530	589	0.93	retinoblastoma-binding protein 8, partial [Brachionus koreanus]	Brachionus koreanus
KAF8382071.1	-	320	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	0.3	1	1	2.3e-13	3.2e-08	48.1	0.3	4	63	218	275	215	277	0.91	com-1 [Pristionchus pacificus]	Pristionchus pacificus
KAG7343241.1	-	982	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	0.1	1	1	2.8e-13	3.9e-08	47.8	0.1	3	63	915	975	913	977	0.84	hypothetical protein IV203_021186 [Nitzschia inconspicua]	Nitzschia inconspicua
XP_033230171.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	6.1	1	1	8.6e-14	1.2e-08	49.5	6.1	3	58	550	603	548	605	0.91	uncharacterized protein LOC117181516 isoform X3 [Belonocnema kinseyi]	Belonocnema kinseyi
XP_009591978.1	-	705	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	2.2	1	1	4e-13	5.5e-08	47.4	2.2	3	63	633	699	631	701	0.81	protein gamma response 1 isoform X1 [Nicotiana tomentosiformis]	Nicotiana tomentosiformis
KAJ1462007.1	-	490	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	0.1	1	1	3.1e-13	4.3e-08	47.7	0.1	3	64	425	485	423	486	0.85	hypothetical protein M885DRAFT_506056 [Pelagophyceae sp. CCMP2097]	Pelagophyceae sp. CCMP2097
XP_034886982.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	3.1	1	1	5.6e-13	7.6e-08	46.9	3.1	3	63	567	634	565	636	0.80	protein gamma response 1-like [Populus alba]	Populus alba
KAJ6984874.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	3.1	1	1	5.6e-13	7.6e-08	46.9	3.1	3	63	567	634	565	636	0.80	protein gamma response 1-like [Populus alba x Populus x berolinensis]	Populus alba x Populus x berolinensis
XP_009802425.1	-	697	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	2.2	1	1	3.9e-13	5.4e-08	47.4	2.2	3	63	625	691	623	693	0.81	PREDICTED: protein gamma response 1 isoform X1 [Nicotiana sylvestris]	Nicotiana sylvestris
KAI5576603.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	hypothetical protein BDE02_09G055300 [Populus trichocarpa]	Populus trichocarpa
XP_014492446.1	-	473	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	1.3	1	1	3.8e-13	5.2e-08	47.4	1.3	3	63	401	467	399	469	0.80	protein gamma response 1 [Vigna radiata var. radiata]	Vigna radiata var. radiata
XP_002314025.4	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.5	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	protein gamma response 1 [Populus trichocarpa]	Populus trichocarpa
XP_011087385.1	-	695	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.4	3.9	1	1	9.2e-14	1.3e-08	49.4	1.6	3	63	623	689	621	691	0.85	protein gamma response 1 isoform X2 [Sesamum indicum]	Sesamum indicum
KAH8498846.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-08	49.4	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	hypothetical protein H0E87_017677 [Populus deltoides]	Populus deltoides
KAG0617448.1	-	417	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	0.3	1	1	2.4e-13	3.3e-08	48.1	0.3	3	63	350	411	348	413	0.83	hypothetical protein M758_5G190200 [Ceratodon purpureus]	Ceratodon purpureus
XP_046621991.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	3.8	1	1	4e-13	5.5e-08	47.4	3.8	3	63	547	611	545	613	0.81	uncharacterized protein LOC124305963 isoform X2 [Neodiprion virginianus]	Neodiprion virginianus
KAG5113538.1	-	573	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	1.3	1	1	2.9e-13	4e-08	47.8	1.3	3	63	148	214	146	216	0.79	hypothetical protein JHK82_036807 [Glycine max]	Glycine max
URD72445.1	-	972	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	0.3	1	1	2.6e-13	3.6e-08	47.9	0.3	3	63	902	966	900	968	0.77	Actin-related protein [Musa troglodytarum]	Musa troglodytarum
KAG6762409.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	hypothetical protein POTOM_032908 [Populus tomentosa]	Populus tomentosa
KHN37608.1	-	573	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	1.3	1	1	2.9e-13	4e-08	47.8	1.3	3	63	148	214	146	216	0.79	Histidinol dehydrogenase, chloroplastic [Glycine soja]	Glycine soja
KAJ6905373.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	3.3	1	1	6e-13	8.3e-08	46.8	3.3	3	63	567	634	565	636	0.80	hypothetical protein NC652_023201 [Populus alba x Populus x berolinensis]	Populus alba x Populus x berolinensis
XP_033230170.1	-	613	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	6.2	1	1	9.5e-14	1.3e-08	49.4	6.2	3	58	550	603	548	605	0.91	uncharacterized protein LOC117181516 isoform X2 [Belonocnema kinseyi]	Belonocnema kinseyi
THU62291.1	-	2880	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-08	49.4	0.4	1	1	3.4e-13	4.7e-08	47.6	0.4	3	63	2810	2874	2808	2876	0.78	hypothetical protein C4D60_Mb01t03580 [Musa balbisiana]	Musa balbisiana
KAH9626770.1	-	635	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.3	3.4	1	1	8.1e-13	1.1e-07	46.4	3.4	3	63	562	629	560	631	0.80	hypothetical protein KSS87_022084 [Heliosperma pusillum]	Heliosperma pusillum
MQL90376.1	-	515	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.3	0.5	1	1	1e-13	1.4e-08	49.3	0.5	3	63	446	509	444	511	0.86	hypothetical protein [Colocasia esculenta]	Colocasia esculenta
XP_010913939.1	-	491	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.3	4.5	1	1	9.4e-13	1.3e-07	46.2	4.5	3	63	417	485	415	487	0.83	protein gamma response 1 [Elaeis guineensis]	Elaeis guineensis
XP_046485508.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.3	4.0	1	1	3.7e-13	5.1e-08	47.5	4.0	3	63	547	611	545	613	0.81	uncharacterized protein LOC124220517 isoform X2 [Neodiprion pinetum]	Neodiprion pinetum
XP_020917152.1	-	136	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.3	6.6	1	1	1e-13	1.4e-08	49.3	6.6	3	62	2	57	1	60	0.91	DNA endonuclease RBBP8 [Exaiptasia diaphana]	Exaiptasia diaphana
ORZ11429.1	-	435	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-08	49.2	0.4	1	1	1e-13	1.4e-08	49.2	0.4	3	63	367	426	365	428	0.89	hypothetical protein BCR42DRAFT_99815 [Absidia repens]	Absidia repens
VAH73974.1	-	334	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.2	0.9	1	1	1.1e-13	1.5e-08	49.2	0.9	3	63	263	328	261	330	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
VAH58307.1	-	338	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.2	0.8	1	1	1.1e-13	1.5e-08	49.2	0.8	3	63	267	332	265	334	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
XP_046428933.1	-	625	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.2	3.8	1	1	4e-13	5.5e-08	47.4	3.8	3	63	547	611	545	613	0.81	uncharacterized protein LOC124183867 isoform X2 [Neodiprion fabricii]	Neodiprion fabricii
KAG0578004.1	-	417	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.2	0.3	1	1	2.9e-13	4e-08	47.8	0.3	3	63	350	411	348	413	0.83	hypothetical protein KC19_5G197500 [Ceratodon purpureus]	Ceratodon purpureus
XP_005819944.1	-	410	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.1	2.0	1	1	3.7e-13	5.1e-08	47.5	2.0	3	62	341	399	339	402	0.93	hypothetical protein GUITHDRAFT_148249 [Guillardia theta CCMP2712]	Guillardia theta CCMP2712
KAG9149402.1	-	314	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-08	49.1	5.2	1	1	4e-13	5.5e-08	47.4	5.2	3	63	243	308	241	310	0.81	hypothetical protein Leryth_003360 [Lithospermum erythrorhizon]	Lithospermum erythrorhizon
XP_008869865.1	-	260	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-08	49.1	0.4	1	1	1.1e-13	1.6e-08	49.1	0.4	4	62	200	252	197	255	0.86	hypothetical protein H310_06534 [Aphanomyces invadans]	Aphanomyces invadans
CAE7635552.1	-	391	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-08	49.1	0.1	1	1	3.6e-13	5e-08	47.5	0.1	4	64	331	382	328	383	0.85	Rbbp8 [Symbiodinium sp. CCMP2592]	Symbiodinium sp. CCMP2592
KZV18925.1	-	662	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-08	49.1	2.9	1	1	7.3e-13	1e-07	46.5	2.9	3	63	590	656	588	658	0.81	protein gamma response 1 [Dorcoceras hygrometricum]	Dorcoceras hygrometricum
XP_015783325.1	-	173	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-08	49.1	4.8	1	1	2.1e-13	2.9e-08	48.2	4.8	4	63	108	158	105	160	0.91	ubiquitin-60S ribosomal protein L40 isoform X2 [Tetranychus urticae]	Tetranychus urticae
TKY68154.1	-	467	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-08	49.1	2.3	1	1	6.6e-13	9.1e-08	46.7	2.3	3	63	394	461	392	463	0.78	gamma response 1 [Spatholobus suberectus]	Spatholobus suberectus
CAE7721104.1	-	1044	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-08	49.0	0.0	1	1	2.7e-13	3.6e-08	47.9	0.0	4	64	976	1033	973	1034	0.87	unnamed protein product [Symbiodinium pilosum]	Symbiodinium pilosum
XP_015783324.1	-	179	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-08	49.0	4.8	1	1	2.3e-13	3.1e-08	48.1	4.8	4	63	114	164	111	166	0.91	ubiquitin-60S ribosomal protein L40 isoform X1 [Tetranychus urticae]	Tetranychus urticae
XP_050283968.1	-	641	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-08	49.0	2.1	1	1	1.2e-12	1.7e-07	45.8	2.1	3	63	567	634	565	636	0.81	protein gamma response 1 isoform X2 [Quercus robur]	Quercus robur
KAH1217579.1	-	841	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-08	49.0	1.2	1	1	4.6e-13	6.4e-08	47.2	1.2	3	63	175	241	173	243	0.79	Histidinol dehydrogenase, chloroplastic [Glycine max]	Glycine max
WCJ18963.1	-	623	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	0.3	1	1	1.3e-13	1.8e-08	48.9	0.3	3	63	553	617	551	619	0.81	gamma response gene 1 [Euphorbia peplus]	Euphorbia peplus
RLM54303.1	-	497	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	2.0	1	1	9.8e-13	1.3e-07	46.1	2.0	3	63	424	491	422	493	0.82	protein gamma response 1 [Panicum miliaceum]	Panicum miliaceum
XP_025812898.1	-	497	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	2.0	1	1	9.8e-13	1.3e-07	46.1	2.0	3	63	424	491	422	493	0.82	protein gamma response 1 isoform X1 [Panicum hallii]	Panicum hallii
PUZ59943.1	-	497	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	2.0	1	1	9.8e-13	1.3e-07	46.1	2.0	3	63	424	491	422	493	0.82	hypothetical protein GQ55_4G083900 [Panicum hallii var. hallii]	Panicum hallii var. hallii
KAI8611363.1	-	483	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	0.8	1	1	8.1e-13	1.1e-07	46.4	0.8	3	63	386	453	384	455	0.81	hypothetical protein BC830DRAFT_661694 [Chytriomyces sp. MP71]	Chytriomyces sp. MP71
XP_011688651.1	-	528	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-08	48.9	6.6	1	1	1.3e-13	1.8e-08	48.9	6.6	6	65	418	473	414	473	0.91	PREDICTED: DNA endonuclease RBBP8-like [Wasmannia auropunctata]	Wasmannia auropunctata
CAH9118256.1	-	696	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-08	48.8	3.0	1	1	6.6e-13	9.1e-08	46.7	3.0	3	63	624	690	622	692	0.77	unnamed protein product [Cuscuta europaea]	Cuscuta europaea
XP_050283967.1	-	648	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-08	48.8	2.1	1	1	1.2e-12	1.7e-07	45.8	2.1	3	63	574	641	572	643	0.81	protein gamma response 1 isoform X1 [Quercus robur]	Quercus robur
KYP69945.1	-	384	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-08	48.8	2.9	1	1	8.5e-13	1.2e-07	46.3	2.9	3	63	311	378	309	380	0.78	Protein gamma response 1 [Cajanus cajan]	Cajanus cajan
XP_024664105.1	-	280	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.8	0.1	1	1	3.7e-13	5e-08	47.5	0.1	2	62	169	223	168	226	0.88	DNA endonuclease ctp1 [Wickerhamiella sorbophila]	Wickerhamiella sorbophila
RIB11081.1	-	108	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.8	0.7	1	2	7.3e-06	1	24.1	0.1	3	26	7	30	5	34	0.90	Com1/Ctip family, partial [Gigaspora rosea]	Gigaspora rosea
RIB11081.1	-	108	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.8	0.7	2	2	1.3e-05	1.8	23.3	0.0	29	62	54	85	48	88	0.84	Com1/Ctip family, partial [Gigaspora rosea]	Gigaspora rosea
CAH1262174.1	-	1047	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.8	4.8	1	1	1.5e-13	2e-08	48.8	4.8	3	62	976	1030	974	1033	0.89	RBBP8 [Branchiostoma lanceolatum]	Branchiostoma lanceolatum
CAH1262173.1	-	1048	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.8	4.8	1	1	1.5e-13	2e-08	48.8	4.8	3	62	977	1031	975	1034	0.89	RBBP8 [Branchiostoma lanceolatum]	Branchiostoma lanceolatum
KAF7836000.1	-	488	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-08	48.7	2.5	1	1	9.3e-13	1.3e-07	46.2	2.5	3	63	415	482	413	484	0.78	protein gamma response 1 [Senna tora]	Senna tora
RDX85152.1	-	471	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-08	48.7	2.3	1	1	6.8e-13	9.4e-08	46.6	2.3	3	63	394	461	392	463	0.78	Protein gamma response 1, partial [Mucuna pruriens]	Mucuna pruriens
KZV48731.1	-	569	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-08	48.7	3.0	1	1	1.4e-12	1.9e-07	45.6	2.1	3	63	497	563	495	565	0.79	protein gamma response 1 [Dorcoceras hygrometricum]	Dorcoceras hygrometricum
MCO5571992.1	-	751	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-08	48.7	0.1	1	1	4.5e-13	6.1e-08	47.2	0.1	3	63	683	745	681	747	0.83	hypothetical protein [Adiantum nelumboides]	Adiantum nelumboides
